Unnamed: 0,userid,category,avg_bill,join_datetime,age,income,kids,teenagers,marital,education,complain_count,last_order_dt,discount_purchases_count_avg,catalogue_purchases_count_avg,store_purchases_count_avg,website_purchases_count_avg,website_visit_count_avg,mobile_purchases_count_avg,mobile_visit_count_avg,marketing_company_outcome_1,marketing_company_outcome_2,marketing_company_outcome_3,marketing_company_outcome_4,marketing_company_outcome_5
9019,9f676556-b4ca-41f2-92df-01953ea284d6,meat,402.0,2022-05-05 11:25:56,45,96996.0,0,1,married,phd,0,2024-05-15,4,3,13,7,5,11,20,0,0,0,0,0
9020,9f676556-b4ca-41f2-92df-01953ea284d6,other,888.0,2022-05-05 11:25:56,45,96996.0,0,1,married,phd,0,2024-05-15,4,3,13,7,5,11,20,0,0,0,0,0
9022,9f676556-b4ca-41f2-92df-01953ea284d6,fruits,930.0,2022-05-05 11:25:56,45,96996.0,0,1,married,phd,0,2024-05-15,4,3,13,7,5,11,20,0,0,0,0,0
9024,20a7b833-a95b-4c7e-92af-4b617b4f4888,fish,0.0,2022-06-18 07:12:50,40,61802.0,1,0,single,phd,0,2024-05-29,1,0,3,1,5,20,36,0,0,0,0,0
9025,20a7b833-a95b-4c7e-92af-4b617b4f4888,sweets,0.0,2022-06-18 07:12:50,40,61802.0,1,0,single,phd,0,2024-05-29,1,0,3,1,5,20,36,0,0,0,0,0
9026,20a7b833-a95b-4c7e-92af-4b617b4f4888,vegetables,126.0,2022-06-18 07:12:50,40,61802.0,1,0,single,phd,0,2024-05-29,1,0,3,1,5,20,36,0,0,0,0,0
9027,20a7b833-a95b-4c7e-92af-4b617b4f4888,meat,18.0,2022-06-18 07:12:50,40,61802.0,1,0,single,phd,0,2024-05-29,1,0,3,1,5,20,36,0,0,0,0,0
9028,20a7b833-a95b-4c7e-92af-4b617b4f4888,other,18.0,2022-06-18 07:12:50,40,61802.0,1,0,single,phd,0,2024-05-29,1,0,3,1,5,20,36,0,0,0,0,0
9029,20a7b833-a95b-4c7e-92af-4b617b4f4888,fruits,15.0,2022-06-18 07:12:50,40,61802.0,1,0,single,phd,0,2024-05-29,1,0,3,1,5,20,36,0,0,0,0,0
9030,4ef50fac-1831-4473-8039-09f469ad83d3,fruits,1305.0,2022-06-13 07:53:28,23,79559.0,0,0,single,bachelor,1,2024-06-25,15,1,5,2,18,42,95,1,0,1,1,1
9032,4ef50fac-1831-4473-8039-09f469ad83d3,fish,1224.0,2022-06-13 07:53:28,23,79559.0,0,0,single,bachelor,1,2024-06-25,15,1,5,2,18,42,95,1,0,1,1,1
9033,4ef50fac-1831-4473-8039-09f469ad83d3,sweets,227.0,2022-06-13 07:53:28,23,79559.0,0,0,single,bachelor,1,2024-06-25,15,1,5,2,18,42,95,1,0,1,1,1
9034,4ef50fac-1831-4473-8039-09f469ad83d3,other,282.0,2022-06-13 07:53:28,23,79559.0,0,0,single,bachelor,1,2024-06-25,15,1,5,2,18,42,95,1,0,1,1,1
9036,4ef50fac-1831-4473-8039-09f469ad83d3,vegetables,585.0,2022-06-13 07:53:28,23,79559.0,0,0,single,bachelor,1,2024-06-25,15,1,5,2,18,42,95,1,0,1,1,1
9037,9ddb394a-158a-4485-ae5e-7692263dab75,fish,1836.0,2024-01-18 13:51:33,57,63620.0,0,0,dating,masters,2,2024-06-12,1,5,3,2,3,18,33,0,0,0,0,0
9038,9ddb394a-158a-4485-ae5e-7692263dab75,meat,396.0,2024-01-18 13:51:33,57,63620.0,0,0,dating,masters,2,2024-06-12,1,5,3,2,3,18,33,0,0,0,0,0
9039,9ddb394a-158a-4485-ae5e-7692263dab75,other,216.0,2024-01-18 13:51:33,57,63620.0,0,0,dating,masters,2,2024-06-12,1,5,3,2,3,18,33,0,0,0,0,0
9040,9ddb394a-158a-4485-ae5e-7692263dab75,sweets,176.0,2024-01-18 13:51:33,57,63620.0,0,0,dating,masters,2,2024-06-12,1,5,3,2,3,18,33,0,0,0,0,0
9041,9ddb394a-158a-4485-ae5e-7692263dab75,vegetables,954.0,2024-01-18 13:51:33,57,63620.0,0,0,dating,masters,2,2024-06-12,1,5,3,2,3,18,33,0,0,0,0,0
9042,9ddb394a-158a-4485-ae5e-7692263dab75,fruits,255.0,2024-01-18 13:51:33,57,63620.0,0,0,dating,masters,2,2024-06-12,1,5,3,2,3,18,33,0,0,0,0,0
9044,de6e0408-ce24-4c01-83ac-5210f7d64134,fruits,2430.0,2022-09-04 02:04:16,65,104727.0,0,1,dating,,0,2024-07-02,5,7,10,4,2,13,23,0,0,0,0,0
9046,de6e0408-ce24-4c01-83ac-5210f7d64134,fish,2214.0,2022-09-04 02:04:16,65,104727.0,0,1,dating,,0,2024-07-02,5,7,10,4,2,13,23,0,0,0,0,0
9047,de6e0408-ce24-4c01-83ac-5210f7d64134,sweets,264.0,2022-09-04 02:04:16,65,104727.0,0,1,dating,,0,2024-07-02,5,7,10,4,2,13,23,0,0,0,0,0
9048,de6e0408-ce24-4c01-83ac-5210f7d64134,other,746.0,2022-09-04 02:04:16,65,104727.0,0,1,dating,,0,2024-07-02,5,7,10,4,2,13,23,0,0,0,0,0
9049,de6e0408-ce24-4c01-83ac-5210f7d64134,vegetables,2613.0,2022-09-04 02:04:16,65,104727.0,0,1,dating,,0,2024-07-02,5,7,10,4,2,13,23,0,0,0,0,0
9065,b3b27c71-6d80-4d2b-a079-89fddf1e0cc8,sweets,36.0,2023-06-14 11:37:38,49,63232.0,1,1,dating,bachelor,0,2024-07-04,4,1,3,3,5,4,7,0,0,0,0,0
9067,b3b27c71-6d80-4d2b-a079-89fddf1e0cc8,fish,378.0,2023-06-14 11:37:38,49,63232.0,1,1,dating,bachelor,0,2024-07-04,4,1,3,3,5,4,7,0,0,0,0,0
9068,b3b27c71-6d80-4d2b-a079-89fddf1e0cc8,meat,252.0,2023-06-14 11:37:38,49,63232.0,1,1,dating,bachelor,0,2024-07-04,4,1,3,3,5,4,7,0,0,0,0,0
9069,b3b27c71-6d80-4d2b-a079-89fddf1e0cc8,fruits,75.0,2023-06-14 11:37:38,49,63232.0,1,1,dating,bachelor,0,2024-07-04,4,1,3,3,5,4,7,0,0,0,0,0
9070,b3b27c71-6d80-4d2b-a079-89fddf1e0cc8,other,137.0,2023-06-14 11:37:38,49,63232.0,1,1,dating,bachelor,0,2024-07-04,4,1,3,3,5,4,7,0,0,0,0,0
9071,b3b27c71-6d80-4d2b-a079-89fddf1e0cc8,vegetables,277.0,2023-06-14 11:37:38,49,63232.0,1,1,dating,bachelor,0,2024-07-04,4,1,3,3,5,4,7,0,0,0,0,0
9072,0b3b0e5c-7e91-4df3-9817-62fe60701fdc,other,25.0,2023-05-16 13:42:19,16,26903.0,0,0,single,masters,0,2024-06-28,5,0,2,1,4,3,3,1,0,1,0,1
9073,0b3b0e5c-7e91-4df3-9817-62fe60701fdc,meat,90.0,2023-05-16 13:42:19,16,26903.0,0,0,single,masters,0,2024-06-28,5,0,2,1,4,3,3,1,0,1,0,1
9074,0b3b0e5c-7e91-4df3-9817-62fe60701fdc,fish,54.0,2023-05-16 13:42:19,16,26903.0,0,0,single,masters,0,2024-06-28,5,0,2,1,4,3,3,1,0,1,0,1
9075,0b3b0e5c-7e91-4df3-9817-62fe60701fdc,fruits,180.0,2023-05-16 13:42:19,16,26903.0,0,0,single,masters,0,2024-06-28,5,0,2,1,4,3,3,1,0,1,0,1
9077,0b3b0e5c-7e91-4df3-9817-62fe60701fdc,sweets,81.0,2023-05-16 13:42:19,16,26903.0,0,0,single,masters,0,2024-06-28,5,0,2,1,4,3,3,1,0,1,0,1
9078,0b3b0e5c-7e91-4df3-9817-62fe60701fdc,vegetables,252.0,2023-05-16 13:42:19,16,26903.0,0,0,single,masters,0,2024-06-28,5,0,2,1,4,3,3,1,0,1,0,1
9079,ef53ba79-6d3e-442f-8a63-fe6b7daaf893,meat,108.0,2023-10-27 21:50:03,36,56385.0,1,0,single,masters,0,2024-06-25,1,0,2,1,8,13,23,0,0,1,0,0
9081,ef53ba79-6d3e-442f-8a63-fe6b7daaf893,other,9.0,2023-10-27 21:50:03,36,56385.0,1,0,single,masters,0,2024-06-25,1,0,2,1,8,13,23,0,0,1,0,0
9082,ef53ba79-6d3e-442f-8a63-fe6b7daaf893,sweets,8.0,2023-10-27 21:50:03,36,56385.0,1,0,single,masters,0,2024-06-25,1,0,2,1,8,13,23,0,0,1,0,0
9083,ef53ba79-6d3e-442f-8a63-fe6b7daaf893,vegetables,294.0,2023-10-27 21:50:03,36,56385.0,1,0,single,masters,0,2024-06-25,1,0,2,1,8,13,23,0,0,1,0,0
9084,ef53ba79-6d3e-442f-8a63-fe6b7daaf893,fish,0.0,2023-10-27 21:50:03,36,56385.0,1,0,single,masters,0,2024-06-25,1,0,2,1,8,13,23,0,0,1,0,0
9085,ef53ba79-6d3e-442f-8a63-fe6b7daaf893,fruits,30.0,2023-10-27 21:50:03,36,56385.0,1,0,single,masters,0,2024-06-25,1,0,2,1,8,13,23,0,0,1,0,0
9086,798ae440-cdcb-4f51-b917-4a3d3c7dd68d,vegetables,338.0,2023-08-12 18:51:13,35,44986.0,1,0,married,bachelor,1,2024-07-02,1,0,3,0,7,8,14,0,0,0,0,0
9087,798ae440-cdcb-4f51-b917-4a3d3c7dd68d,fruits,90.0,2023-08-12 18:51:13,35,44986.0,1,0,married,bachelor,1,2024-07-02,1,0,3,0,7,8,14,0,0,0,0,0
9088,798ae440-cdcb-4f51-b917-4a3d3c7dd68d,other,10.0,2023-08-12 18:51:13,35,44986.0,1,0,married,bachelor,1,2024-07-02,1,0,3,0,7,8,14,0,0,0,0,0
9089,798ae440-cdcb-4f51-b917-4a3d3c7dd68d,meat,45.0,2023-08-12 18:51:13,35,44986.0,1,0,married,bachelor,1,2024-07-02,1,0,3,0,7,8,14,0,0,0,0,0
9090,798ae440-cdcb-4f51-b917-4a3d3c7dd68d,sweets,18.0,2023-08-12 18:51:13,35,44986.0,1,0,married,bachelor,1,2024-07-02,1,0,3,0,7,8,14,0,0,0,0,0
9091,798ae440-cdcb-4f51-b917-4a3d3c7dd68d,fish,0.0,2023-08-12 18:51:13,35,44986.0,1,0,married,bachelor,1,2024-07-02,1,0,3,0,7,8,14,0,0,0,0,0
9094,06932f95-03c8-4dca-9c21-a961e92dfbce,fish,216.0,2024-01-08 15:53:04,12,26730.0,0,0,single,masters,0,2024-07-05,4,0,0,0,7,2,29,0,1,1,0,0
9095,06932f95-03c8-4dca-9c21-a961e92dfbce,fruits,690.0,2024-01-08 15:53:04,12,26730.0,0,0,single,masters,0,2024-07-05,4,0,0,0,7,2,29,0,1,1,0,0
9096,06932f95-03c8-4dca-9c21-a961e92dfbce,other,0.0,2024-01-08 15:53:04,12,26730.0,0,0,single,masters,0,2024-07-05,4,0,0,0,7,2,29,0,1,1,0,0
9097,06932f95-03c8-4dca-9c21-a961e92dfbce,sweets,170.0,2024-01-08 15:53:04,12,26730.0,0,0,single,masters,0,2024-07-05,4,0,0,0,7,2,29,0,1,1,0,0
9098,06932f95-03c8-4dca-9c21-a961e92dfbce,meat,72.0,2024-01-08 15:53:04,12,26730.0,0,0,single,masters,0,2024-07-05,4,0,0,0,7,2,29,0,1,1,0,0
9099,06932f95-03c8-4dca-9c21-a961e92dfbce,vegetables,261.0,2024-01-08 15:53:04,12,26730.0,0,0,single,masters,0,2024-07-05,4,0,0,0,7,2,29,0,1,1,0,0
9100,e8e837f3-a6a9-4f9a-ab7f-ea74b03477c2,fruits,0.0,2023-10-18 19:16:47,56,71910.0,1,1,dating,phd,2,2024-06-16,2,0,3,2,6,19,34,0,0,0,0,0
9101,e8e837f3-a6a9-4f9a-ab7f-ea74b03477c2,other,110.0,2023-10-18 19:16:47,56,71910.0,1,1,dating,phd,2,2024-06-16,2,0,3,2,6,19,34,0,0,0,0,0
9102,e8e837f3-a6a9-4f9a-ab7f-ea74b03477c2,vegetables,0.0,2023-10-18 19:16:47,56,71910.0,1,1,dating,phd,2,2024-06-16,2,0,3,2,6,19,34,0,0,0,0,0
9103,e8e837f3-a6a9-4f9a-ab7f-ea74b03477c2,fish,0.0,2023-10-18 19:16:47,56,71910.0,1,1,dating,phd,2,2024-06-16,2,0,3,2,6,19,34,0,0,0,0,0
9104,e8e837f3-a6a9-4f9a-ab7f-ea74b03477c2,sweets,0.0,2023-10-18 19:16:47,56,71910.0,1,1,dating,phd,2,2024-06-16,2,0,3,2,6,19,34,0,0,0,0,0
9105,e8e837f3-a6a9-4f9a-ab7f-ea74b03477c2,meat,126.0,2023-10-18 19:16:47,56,71910.0,1,1,dating,phd,2,2024-06-16,2,0,3,2,6,19,34,0,0,0,0,0
9107,cdc79f89-4b71-444e-99c0-289281d2abc5,fruits,0.0,2023-03-30 22:42:53,58,71102.0,2,1,divorced,bachelor,0,2024-07-09,1,0,2,1,7,3,5,0,0,0,0,0
9108,cdc79f89-4b71-444e-99c0-289281d2abc5,fish,0.0,2023-03-30 22:42:53,58,71102.0,2,1,divorced,bachelor,0,2024-07-09,1,0,2,1,7,3,5,0,0,0,0,0
9109,cdc79f89-4b71-444e-99c0-289281d2abc5,sweets,0.0,2023-03-30 22:42:53,58,71102.0,2,1,divorced,bachelor,0,2024-07-09,1,0,2,1,7,3,5,0,0,0,0,0
9111,cdc79f89-4b71-444e-99c0-289281d2abc5,meat,9.0,2023-03-30 22:42:53,58,71102.0,2,1,divorced,bachelor,0,2024-07-09,1,0,2,1,7,3,5,0,0,0,0,0
9112,cdc79f89-4b71-444e-99c0-289281d2abc5,other,14.0,2023-03-30 22:42:53,58,71102.0,2,1,divorced,bachelor,0,2024-07-09,1,0,2,1,7,3,5,0,0,0,0,0
9113,cdc79f89-4b71-444e-99c0-289281d2abc5,vegetables,0.0,2023-03-30 22:42:53,58,71102.0,2,1,divorced,bachelor,0,2024-07-09,1,0,2,1,7,3,5,0,0,0,0,0
9114,2c5cd89b-4b18-41c7-a58a-da94982f7fe1,fruits,150.0,2022-08-14 16:56:50,16,26789.0,0,0,single,,2,2024-07-07,0,0,0,0,6,3,36,1,0,1,1,0
9116,2c5cd89b-4b18-41c7-a58a-da94982f7fe1,vegetables,292.0,2022-08-14 16:56:50,16,26789.0,0,0,single,,2,2024-07-07,0,0,0,0,6,3,36,1,0,1,1,0
9117,2c5cd89b-4b18-41c7-a58a-da94982f7fe1,sweets,270.0,2022-08-14 16:56:50,16,26789.0,0,0,single,,2,2024-07-07,0,0,0,0,6,3,36,1,0,1,1,0
9118,2c5cd89b-4b18-41c7-a58a-da94982f7fe1,other,16.0,2022-08-14 16:56:50,16,26789.0,0,0,single,,2,2024-07-07,0,0,0,0,6,3,36,1,0,1,1,0
9119,2c5cd89b-4b18-41c7-a58a-da94982f7fe1,meat,36.0,2022-08-14 16:56:50,16,26789.0,0,0,single,,2,2024-07-07,0,0,0,0,6,3,36,1,0,1,1,0
9120,2c5cd89b-4b18-41c7-a58a-da94982f7fe1,fish,216.0,2022-08-14 16:56:50,16,26789.0,0,0,single,,2,2024-07-07,0,0,0,0,6,3,36,1,0,1,1,0
9121,f3e79b3d-8eb5-4ba9-8635-27117fce83ab,fish,2655.0,2023-12-23 22:35:01,20,72664.0,0,0,single,bachelor,0,2024-06-29,16,2,6,2,12,52,71,0,1,0,1,0
9122,f3e79b3d-8eb5-4ba9-8635-27117fce83ab,vegetables,1078.0,2023-12-23 22:35:01,20,72664.0,0,0,single,bachelor,0,2024-06-29,16,2,6,2,12,52,71,0,1,0,1,0
9123,f3e79b3d-8eb5-4ba9-8635-27117fce83ab,other,18.0,2023-12-23 22:35:01,20,72664.0,0,0,single,bachelor,0,2024-06-29,16,2,6,2,12,52,71,0,1,0,1,0
9124,f3e79b3d-8eb5-4ba9-8635-27117fce83ab,sweets,233.0,2023-12-23 22:35:01,20,72664.0,0,0,single,bachelor,0,2024-06-29,16,2,6,2,12,52,71,0,1,0,1,0
9126,f3e79b3d-8eb5-4ba9-8635-27117fce83ab,fruits,1195.0,2023-12-23 22:35:01,20,72664.0,0,0,single,bachelor,0,2024-06-29,16,2,6,2,12,52,71,0,1,0,1,0
9128,e887bbc4-6850-4d53-adb0-d0c95d367c10,sweets,305.0,2023-10-31 01:15:56,45,129028.0,0,0,married,masters,1,2024-07-01,0,11,5,5,2,7,12,1,0,0,0,1
9130,e887bbc4-6850-4d53-adb0-d0c95d367c10,fish,1526.0,2023-10-31 01:15:56,45,129028.0,0,0,married,masters,1,2024-07-01,0,11,5,5,2,7,12,1,0,0,0,1
9131,e887bbc4-6850-4d53-adb0-d0c95d367c10,fruits,2745.0,2023-10-31 01:15:56,45,129028.0,0,0,married,masters,1,2024-07-01,0,11,5,5,2,7,12,1,0,0,0,1
9132,e887bbc4-6850-4d53-adb0-d0c95d367c10,other,1285.0,2023-10-31 01:15:56,45,129028.0,0,0,married,masters,1,2024-07-01,0,11,5,5,2,7,12,1,0,0,0,1
9134,e887bbc4-6850-4d53-adb0-d0c95d367c10,vegetables,2952.0,2023-10-31 01:15:56,45,129028.0,0,0,married,masters,1,2024-07-01,0,11,5,5,2,7,12,1,0,0,0,1
9135,f9c36c14-7613-4b37-87ab-3086aaa45f04,fruits,225.0,2023-02-08 16:56:58,13,26793.0,0,0,single,basic,1,2024-05-16,0,0,1,0,1,3,33,1,1,1,0,1
9137,f9c36c14-7613-4b37-87ab-3086aaa45f04,vegetables,126.0,2023-02-08 16:56:58,13,26793.0,0,0,single,basic,1,2024-05-16,0,0,1,0,1,3,33,1,1,1,0,1
9138,f9c36c14-7613-4b37-87ab-3086aaa45f04,other,6.0,2023-02-08 16:56:58,13,26793.0,0,0,single,basic,1,2024-05-16,0,0,1,0,1,3,33,1,1,1,0,1
9139,f9c36c14-7613-4b37-87ab-3086aaa45f04,fish,162.0,2023-02-08 16:56:58,13,26793.0,0,0,single,basic,1,2024-05-16,0,0,1,0,1,3,33,1,1,1,0,1
9140,f9c36c14-7613-4b37-87ab-3086aaa45f04,sweets,132.0,2023-02-08 16:56:58,13,26793.0,0,0,single,basic,1,2024-05-16,0,0,1,0,1,3,33,1,1,1,0,1
9141,f9c36c14-7613-4b37-87ab-3086aaa45f04,meat,90.0,2023-02-08 16:56:58,13,26793.0,0,0,single,basic,1,2024-05-16,0,0,1,0,1,3,33,1,1,1,0,1
9142,9eb8120d-faeb-461e-97b9-a81a8aa94cc5,vegetables,292.0,2023-12-05 19:54:54,18,25923.0,0,0,single,bachelor,0,2024-06-04,5,0,2,2,4,0,25,0,1,1,0,0
9143,9eb8120d-faeb-461e-97b9-a81a8aa94cc5,sweets,387.0,2023-12-05 19:54:54,18,25923.0,0,0,single,bachelor,0,2024-06-04,5,0,2,2,4,0,25,0,1,1,0,0
9144,9eb8120d-faeb-461e-97b9-a81a8aa94cc5,meat,90.0,2023-12-05 19:54:54,18,25923.0,0,0,single,bachelor,0,2024-06-04,5,0,2,2,4,0,25,0,1,1,0,0
9145,9eb8120d-faeb-461e-97b9-a81a8aa94cc5,fruits,630.0,2023-12-05 19:54:54,18,25923.0,0,0,single,bachelor,0,2024-06-04,5,0,2,2,4,0,25,0,1,1,0,0
9147,9eb8120d-faeb-461e-97b9-a81a8aa94cc5,other,23.0,2023-12-05 19:54:54,18,25923.0,0,0,single,bachelor,0,2024-06-04,5,0,2,2,4,0,25,0,1,1,0,0
9148,9eb8120d-faeb-461e-97b9-a81a8aa94cc5,fish,54.0,2023-12-05 19:54:54,18,25923.0,0,0,single,bachelor,0,2024-06-04,5,0,2,2,4,0,25,0,1,1,0,0
9149,bfdce0e7-dffe-4f33-85f4-bca78d31b787,fish,108.0,2022-09-09 08:52:19,59,52116.0,1,1,married,bachelor,1,2024-07-04,2,0,3,2,7,4,7,0,0,0,0,0
9150,bfdce0e7-dffe-4f33-85f4-bca78d31b787,vegetables,126.0,2022-09-09 08:52:19,59,52116.0,1,1,married,bachelor,1,2024-07-04,2,0,3,2,7,4,7,0,0,0,0,0
9151,bfdce0e7-dffe-4f33-85f4-bca78d31b787,meat,189.0,2022-09-09 08:52:19,59,52116.0,1,1,married,bachelor,1,2024-07-04,2,0,3,2,7,4,7,0,0,0,0,0
9152,bfdce0e7-dffe-4f33-85f4-bca78d31b787,fruits,15.0,2022-09-09 08:52:19,59,52116.0,1,1,married,bachelor,1,2024-07-04,2,0,3,2,7,4,7,0,0,0,0,0
9154,bfdce0e7-dffe-4f33-85f4-bca78d31b787,other,35.0,2022-09-09 08:52:19,59,52116.0,1,1,married,bachelor,1,2024-07-04,2,0,3,2,7,4,7,0,0,0,0,0
9155,bfdce0e7-dffe-4f33-85f4-bca78d31b787,sweets,14.0,2022-09-09 08:52:19,59,52116.0,1,1,married,bachelor,1,2024-07-04,2,0,3,2,7,4,7,0,0,0,0,0
9156,6673a301-eaf7-43e1-936f-5da608f0ae3c,sweets,24.0,2022-09-30 23:05:29,44,46675.0,1,0,dating,bachelor,0,2024-07-04,3,0,3,4,7,7,12,0,0,0,0,0
9157,6673a301-eaf7-43e1-936f-5da608f0ae3c,meat,144.0,2022-09-30 23:05:29,44,46675.0,1,0,dating,bachelor,0,2024-07-04,3,0,3,4,7,7,12,0,0,0,0,0
9159,6673a301-eaf7-43e1-936f-5da608f0ae3c,fish,918.0,2022-09-30 23:05:29,44,46675.0,1,0,dating,bachelor,0,2024-07-04,3,0,3,4,7,7,12,0,0,0,0,0
9160,6673a301-eaf7-43e1-936f-5da608f0ae3c,other,37.0,2022-09-30 23:05:29,44,46675.0,1,0,dating,bachelor,0,2024-07-04,3,0,3,4,7,7,12,0,0,0,0,0
9161,6673a301-eaf7-43e1-936f-5da608f0ae3c,vegetables,0.0,2022-09-30 23:05:29,44,46675.0,1,0,dating,bachelor,0,2024-07-04,3,0,3,4,7,7,12,0,0,0,0,0
9162,6673a301-eaf7-43e1-936f-5da608f0ae3c,fruits,0.0,2022-09-30 23:05:29,44,46675.0,1,0,dating,bachelor,0,2024-07-04,3,0,3,4,7,7,12,0,0,0,0,0
9172,f187f9e2-cd6d-43ef-93fa-08321b08ae8f,fruits,0.0,2022-09-10 03:55:15,42,105611.0,0,0,dating,bachelor,1,2024-06-04,1,4,10,8,6,8,14,1,0,0,0,0
9173,f187f9e2-cd6d-43ef-93fa-08321b08ae8f,fish,1254.0,2022-09-10 03:55:15,42,105611.0,0,0,dating,bachelor,1,2024-06-04,1,4,10,8,6,8,14,1,0,0,0,0
9174,f187f9e2-cd6d-43ef-93fa-08321b08ae8f,sweets,191.0,2022-09-10 03:55:15,42,105611.0,0,0,dating,bachelor,1,2024-06-04,1,4,10,8,6,8,14,1,0,0,0,0
9175,f187f9e2-cd6d-43ef-93fa-08321b08ae8f,vegetables,0.0,2022-09-10 03:55:15,42,105611.0,0,0,dating,bachelor,1,2024-06-04,1,4,10,8,6,8,14,1,0,0,0,0
9176,f187f9e2-cd6d-43ef-93fa-08321b08ae8f,other,1493.0,2022-09-10 03:55:15,42,105611.0,0,0,dating,bachelor,1,2024-06-04,1,4,10,8,6,8,14,1,0,0,0,0
9178,441f929e-8838-46c7-b01f-596480a95459,vegetables,862.0,2022-09-27 09:23:14,20,67420.0,0,0,single,bachelor,0,2024-07-04,10,1,3,6,13,12,93,1,0,1,0,1
9180,441f929e-8838-46c7-b01f-596480a95459,fruits,1015.0,2022-09-27 09:23:14,20,67420.0,0,0,single,bachelor,0,2024-07-04,10,1,3,6,13,12,93,1,0,1,0,1
9181,441f929e-8838-46c7-b01f-596480a95459,fish,1276.0,2022-09-27 09:23:14,20,67420.0,0,0,single,bachelor,0,2024-07-04,10,1,3,6,13,12,93,1,0,1,0,1
9182,441f929e-8838-46c7-b01f-596480a95459,other,359.0,2022-09-27 09:23:14,20,67420.0,0,0,single,bachelor,0,2024-07-04,10,1,3,6,13,12,93,1,0,1,0,1
9183,441f929e-8838-46c7-b01f-596480a95459,sweets,275.0,2022-09-27 09:23:14,20,67420.0,0,0,single,bachelor,0,2024-07-04,10,1,3,6,13,12,93,1,0,1,0,1
9184,3a3a4868-9d67-4aae-a910-a259c36a3090,fish,108.0,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor,0,2024-07-04,2,0,3,1,8,17,31,0,0,0,0,0
9185,3a3a4868-9d67-4aae-a910-a259c36a3090,fruits,15.0,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor,0,2024-07-04,2,0,3,1,8,17,31,0,0,0,0,0
9186,3a3a4868-9d67-4aae-a910-a259c36a3090,vegetables,126.0,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor,0,2024-07-04,2,0,3,1,8,17,31,0,0,0,0,0
9188,3a3a4868-9d67-4aae-a910-a259c36a3090,other,37.0,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor,0,2024-07-04,2,0,3,1,8,17,31,0,0,0,0,0
9189,3a3a4868-9d67-4aae-a910-a259c36a3090,sweets,8.0,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor,0,2024-07-04,2,0,3,1,8,17,31,0,0,0,0,0
9190,3a3a4868-9d67-4aae-a910-a259c36a3090,meat,81.0,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor,0,2024-07-04,2,0,3,1,8,17,31,0,0,0,0,0
9192,a982b6ae-3087-446e-adaf-5f89f86f80a9,vegetables,1724.0,2023-09-01 06:01:18,50,96717.0,1,0,married,phd,1,2024-06-28,2,3,13,7,8,12,22,0,0,0,0,0
9193,a982b6ae-3087-446e-adaf-5f89f86f80a9,meat,597.0,2023-09-01 06:01:18,50,96717.0,1,0,married,phd,1,2024-06-28,2,3,13,7,8,12,22,0,0,0,0,0
9194,a982b6ae-3087-446e-adaf-5f89f86f80a9,sweets,210.0,2023-09-01 06:01:18,50,96717.0,1,0,married,phd,1,2024-06-28,2,3,13,7,8,12,22,0,0,0,0,0
9195,a982b6ae-3087-446e-adaf-5f89f86f80a9,fish,2106.0,2023-09-01 06:01:18,50,96717.0,1,0,married,phd,1,2024-06-28,2,3,13,7,8,12,22,0,0,0,0,0
9196,a982b6ae-3087-446e-adaf-5f89f86f80a9,other,1526.0,2023-09-01 06:01:18,50,96717.0,1,0,married,phd,1,2024-06-28,2,3,13,7,8,12,22,0,0,0,0,0
9197,a982b6ae-3087-446e-adaf-5f89f86f80a9,fruits,1605.0,2023-09-01 06:01:18,50,96717.0,1,0,married,phd,1,2024-06-28,2,3,13,7,8,12,22,0,0,0,0,0
9198,0f1a5ff4-ba9d-4af9-b766-d054b67075d5,fish,2214.0,2022-07-27 10:50:28,40,53071.0,0,0,single,bachelor,0,2024-06-26,2,1,5,5,8,4,7,0,0,0,0,0
9199,0f1a5ff4-ba9d-4af9-b766-d054b67075d5,fruits,495.0,2022-07-27 10:50:28,40,53071.0,0,0,single,bachelor,0,2024-06-26,2,1,5,5,8,4,7,0,0,0,0,0
9200,0f1a5ff4-ba9d-4af9-b766-d054b67075d5,vegetables,1863.0,2022-07-27 10:50:28,40,53071.0,0,0,single,bachelor,0,2024-06-26,2,1,5,5,8,4,7,0,0,0,0,0
9201,0f1a5ff4-ba9d-4af9-b766-d054b67075d5,sweets,208.0,2022-07-27 10:50:28,40,53071.0,0,0,single,bachelor,0,2024-06-26,2,1,5,5,8,4,7,0,0,0,0,0
9202,0f1a5ff4-ba9d-4af9-b766-d054b67075d5,other,313.0,2022-07-27 10:50:28,40,53071.0,0,0,single,bachelor,0,2024-06-26,2,1,5,5,8,4,7,0,0,0,0,0
9204,0f1a5ff4-ba9d-4af9-b766-d054b67075d5,meat,390.0,2022-07-27 10:50:28,40,53071.0,0,0,single,bachelor,0,2024-06-26,2,1,5,5,8,4,7,0,0,0,0,0
9212,06e23362-4ceb-4a0b-9493-77e5eebe5dee,other,433.0,2023-07-09 04:23:48,61,76977.0,0,1,married,bachelor,2,2024-07-02,4,1,6,6,7,17,31,1,0,0,0,0
